iteration,x,y,energie cinetique,energie potentielle,energie mecanique
683,2.4626448476565863021595880014,8.035508597197897360259792951,20.308261143345226897654493346,80.35508597197897360259792951,100.66334711532420050025242286
684,2.3465550568739203542369062087,7.978879998596822774582279558,20.854547129355972754429627275,79.78879998596822774582279558,100.64334711532420050025242286
685,2.2304652660912544063142244160,7.9182513999957481889047661651,21.440833115366718611204761204,79.182513999957481889047661651,100.62334711532420050025242286
686,2.1143754753085884583915426233,7.8536228013946736032272527722,22.067119101377464467979895132,78.536228013946736032272527722,100.60334711532420050025242285
687,1.9982856845259225104688608306,7.7849942027935990175497393793,22.733405087388210324755029061,77.849942027935990175497393793,100.58334711532420050025242285
688,1.8821958937432565625461790379,7.7123656041925244318722259864,23.439691073398956181530162990,77.123656041925244318722259864,100.56334711532420050025242285
689,1.7661061029605906146234972452,7.6357370055914498461947125935,24.185977059409702038305296919,76.357370055914498461947125935,100.54334711532420050025242285
690,1.6500163121779246667008154525,7.5551084069903752605171992006,24.972263045420447895080430848,75.551084069903752605171992006,100.52334711532420050025242285
691,1.5339265213952587187781336598,7.4704798083893006748396858077,25.798549031431193751855564776,74.704798083893006748396858077,100.50334711532420050025242285
692,1.4178367306125927708554518671,7.3818512097882260891621724148,26.664835017441939608630698705,73.818512097882260891621724148,100.48334711532420050025242285
693,1.3017469398299268229327700744,7.2892226111871515034846590219,27.571121003452685465405832634,72.892226111871515034846590219,100.46334711532420050025242285
694,1.1856571490472608750100882817,7.1925940125860769178071456290,28.517406989463431322180966563,71.925940125860769178071456290,100.44334711532420050025242285
695,1.0695673582645949270874064890,7.0919654139850023321296322361,29.503692975474177178956100492,70.919654139850023321296322361,100.42334711532420050025242285
696,0.9534775674819289791647246963,6.9873368153839277464521188432,30.52997896148492303573123442,69.873368153839277464521188432,100.40334711532420050025242285
697,0.8373877766992630312420429036,6.8787082167828531607746054503,31.596264947495668892506368349,68.787082167828531607746054503,100.38334711532420050025242285
698,0.7212979859165970833193611109,6.7660796181817785750970920574,32.702550933506414749281502278,67.660796181817785750970920574,100.36334711532420050025242285
699,0.6052081951339311353966793182,6.6494510195807039894195786645,33.848836919517160606056636207,66.494510195807039894195786645,100.34334711532420050025242285
700,0.4891184043512651874739975255,6.5288224209796294037420652716,35.035122905527906462831770136,65.288224209796294037420652716,100.32334711532420050025242285
701,0.3730286135685992395513157328,6.4041938223785548180645518787,36.261408891538652319606904064,64.041938223785548180645518787,100.30334711532420050025242285
702,0.2569388227859332916286339401,6.2755652237774802323870384858,37.527694877549398176382037993,62.755652237774802323870384858,100.28334711532420050025242285
703,0.1408490320032673437059521474,6.1429366251764056467095250929,38.833980863560144033157171922,61.429366251764056467095250929,100.26334711532420050025242285
704,0.0247592412206013957832703547,6.0063080265753310610320117000,40.18026684957088988993230585,60.063080265753310610320117000,100.24334711532420050025242285
705,-0.0913305495620645521394114380,5.8656794279742564753544983071,41.56655283558163574670743978,58.656794279742564753544983071,100.22334711532420050025242285
706,-0.2074203403447305000620932307,5.7210508293731818896769849142,42.99283882159238160348257371,57.210508293731818896769849142,100.20334711532420050025242285
707,-0.3235101311273964479847750234,5.5724222307721073039994715213,44.459124807603127460257707635,55.724222307721073039994715213,100.18334711532420050025242285
708,-0.4395999219100623959074568161,5.4197936321710327183219581284,45.965410793613873317032841565,54.197936321710327183219581284,100.16334711532420050025242285
709,-0.5556897126927283438301386088,5.2631650335699581326444447355,47.511696779624619173807975495,52.631650335699581326444447355,100.14334711532420050025242285
710,-0.6951908543282791866286230525,5.3098324153052217662385970436,49.09798276563527058301499923,53.098324153052217662385970436,102.19630691868748824540096967
711,-0.8441813872169567817576220757,5.4365236825041287340913144070,47.811070093646200904487825595,54.365236825041287340913144070,102.17630691868748824540096966
712,-0.9931719201056343768866210989,5.5592149497030357019440317704,46.56415742165713122596065196,55.592149497030357019440317704,102.15630691868748824540096966
713,-1.1421624529943119720156201221,5.6779062169019426697967491338,45.35724474966806154743347833,56.779062169019426697967491338,102.13630691868748824540096967
714,-1.2911529858829895671446191453,5.7925974841008496376494664972,44.190332077678991868906304695,57.925974841008496376494664972,102.11630691868748824540096967
715,-1.4401435187716671622736181685,5.9032887512997566055021838606,43.06341940568992219037913106,59.032887512997566055021838606,102.09630691868748824540096967
716,-1.5891340516603447574026171917,6.0099800184986635733549012240,41.976506733700852511851957425,60.099800184986635733549012240,102.07630691868748824540096966
717,-1.7381245845490223525316162149,6.1126712856975705412076185874,40.92959406171178283332478379,61.126712856975705412076185874,102.05630691868748824540096966
718,-1.8871151174376999476606152381,6.2113625528964775090603359508,39.922681389722713154797610155,62.113625528964775090603359508,102.03630691868748824540096966
719,-2.0361056503263775427896142613,6.3060538200953844769130533142,38.955768717733643476270436522,63.060538200953844769130533142,102.01630691868748824540096966
720,-2.1850961832150551379186132845,6.3967450872942914447657706776,38.028856045744573797743262888,63.967450872942914447657706776,101.99630691868748824540096966
721,-2.3340867161037327330476123077,6.4834363544931984126184880410,37.141943373755504119216089254,64.834363544931984126184880410,101.97630691868748824540096966
722,-2.4830772489924103281766113309,6.5661276216921053804712054044,36.295030701766434440688915619,65.661276216921053804712054044,101.95630691868748824540096966
723,-2.6320677818810879233056103541,6.6448188888910123483239227678,35.488118029777364762161741984,66.448188888910123483239227678,101.93630691868748824540096966
724,-2.7810583147697655184346093773,6.7195101560899193161766401312,34.721205357788295083634568350,67.195101560899193161766401312,101.91630691868748824540096966
725,-2.9300488476584431135636084005,6.7902014232888262840293574946,33.994292685799225405107394716,67.902014232888262840293574946,101.89630691868748824540096966
726,-3.0790393805471207086926074237,6.8568926904877332518820748580,33.307380013810155726580221082,68.568926904877332518820748580,101.87630691868748824540096966
727,-3.2280299134357983038216064469,6.9195839576866402197347922214,32.660467341821086048053047447,69.195839576866402197347922214,101.85630691868748824540096966
728,-3.3770204463244758989506054701,6.9782752248855471875875095848,32.053554669832016369525873812,69.782752248855471875875095848,101.83630691868748824540096966
729,-3.5260109792131534940796044933,7.0329664920844541554402269482,31.486641997842946690998700178,70.329664920844541554402269482,101.81630691868748824540096966
730,-3.6750015121018310892086035165,7.0836577592833611232929443116,30.959729325853877012471526544,70.836577592833611232929443116,101.79630691868748824540096966
731,-3.8239920449905086843376025397,7.1303490264822680911456616750,30.47281665386480733394435291,71.303490264822680911456616750,101.77630691868748824540096966
732,-3.9729825778791862794666015629,7.1730402936811750589983790384,30.025903981875737655417179275,71.730402936811750589983790384,101.75630691868748824540096966
733,-4.1219731107678638745956005861,7.2117315608800820268510964018,29.618991309886667976890005641,72.117315608800820268510964018,101.73630691868748824540096966
734,-4.2709636436565414697245996093,7.2464228280789889947038137652,29.252078637897598298362832006,72.464228280789889947038137652,101.71630691868748824540096966
735,-4.4199541765452190648535986325,7.2771140952778959625565311286,28.925165965908528619835658372,72.771140952778959625565311286,101.69630691868748824540096966
736,-4.5689447094338966599825976557,7.3038053624768029304092484920,28.638253293919458941308484738,73.038053624768029304092484920,101.67630691868748824540096966
737,-4.7179352423225742551115966789,7.3264966296757098982619658554,28.391340621930389262781311103,73.264966296757098982619658554,101.65630691868748824540096966
738,-4.8669257752112518502405957021,7.3451878968746168661146832188,28.184427949941319584254137469,73.451878968746168661146832188,101.63630691868748824540096966
739,-5.0159163080999294453695947253,7.3598791640735238339674005822,28.017515277952249905726963834,73.598791640735238339674005822,101.61630691868748824540096966
740,-5.1649068409886070404985937485,7.3705704312724308018201179456,27.890602605963180227199790200,73.705704312724308018201179456,101.59630691868748824540096966
741,-5.3138973738772846356275927717,7.3772616984713377696728353090,27.803689933974110548672616566,73.772616984713377696728353090,101.57630691868748824540096966
742,-5.4628879067659622307565917949,7.3799529656702447375255526724,27.756777261985040870145442932,73.799529656702447375255526724,101.55630691868748824540096966
743,-5.6118784396546398258855908181,7.3786442328691517053782700358,27.749864589995971191618269297,73.786442328691517053782700358,101.53630691868748824540096966
744,-5.7608689725433174210145898413,7.3733355000680586732309873992,27.782951918006901513091095662,73.733355000680586732309873992,101.51630691868748824540096965
745,-5.9098595054319950161435888645,7.3640267672669656410837047626,27.856039246017831834563922028,73.640267672669656410837047626,101.49630691868748824540096965
746,-6.0588500383206726112725878877,7.3507180344658726089364221260,27.969126574028762156036748394,73.507180344658726089364221260,101.47630691868748824540096965
747,-6.2078405712093502064015869109,7.3334093016647795767891394894,28.12221390203969247750957476,73.334093016647795767891394894,101.45630691868748824540096965
748,-6.3568311040980278015305859341,7.3121005688636865446418568528,28.315301230050622798982401125,73.121005688636865446418568528,101.43630691868748824540096965
749,-6.5058216369867053966595849573,7.2867918360625935124945742162,28.54838855806155312045522749,72.867918360625935124945742162,101.41630691868748824540096965
750,-6.6548121698753829917885839805,7.2574831032615004803472915796,28.821475886072483441928053856,72.574831032615004803472915796,101.39630691868748824540096965
751,-6.8038027027640605869175830037,7.2241743704604074482000089430,29.134563214083413763400880222,72.241743704604074482000089430,101.37630691868748824540096965
752,-6.9527932356527381820465820269,7.1868656376593144160527263064,29.487650542094344084873706588,71.868656376593144160527263064,101.35630691868748824540096965
753,-7.1017837685414157771755810501,7.1455569048582213839054436698,29.880737870105274406346532953,71.455569048582213839054436698,101.33630691868748824540096965
754,-7.2507743014300933723045800733,7.1002481720571283517581610332,30.313825198116204727819359319,71.002481720571283517581610332,101.31630691868748824540096965
755,-7.3997648343187709674335790965,7.0509394392560353196108783966,30.786912526127135049292185684,70.509394392560353196108783966,101.29630691868748824540096965
756,-7.5487553672074485625625781197,6.9976307064549422874635957600,31.299999854138065370765012050,69.976307064549422874635957600,101.27630691868748824540096965
757,-7.6977459000961261576915771429,6.9403219736538492553163131234,31.853087182148995692237838416,69.403219736538492553163131234,101.25630691868748824540096965
758,-7.8467364329848037528205761661,6.8790132408527562231690304868,32.446174510159926013710664781,68.790132408527562231690304868,101.23630691868748824540096965
759,-7.995726965873481347949575189,6.8137045080516631910217478502,33.079261838170856335183491147,68.137045080516631910217478502,101.21630691868748824540096965
760,-8.144717498762158943078574212,6.7443957752505701588744652136,33.752349166181786656656317512,67.443957752505701588744652136,101.19630691868748824540096965
761,-8.293708031650836538207573235,6.6710870424494771267271825770,34.465436494192716978129143878,66.710870424494771267271825770,101.17630691868748824540096965
762,-8.442698564539514133336572258,6.5937783096483840945798999404,35.218523822203647299601970244,65.937783096483840945798999404,101.15630691868748824540096965
763,-8.591689097428191728465571281,6.5124695768472910624326173038,36.01161115021457762107479661,65.124695768472910624326173038,101.13630691868748824540096965
764,-8.740679630316869323594570304,6.4271608440461980302853346672,36.844698478225507942547622975,64.271608440461980302853346672,101.11630691868748824540096965
765,-8.889670163205546918723569327,6.3378521112451049981380520306,37.71778580623643826402044934,63.378521112451049981380520306,101.09630691868748824540096965
766,-9.038660696094224513852568350,6.2445433784440119659907693940,38.630873134247368585493275706,62.445433784440119659907693940,101.07630691868748824540096965
767,-9.187651228982902108981567373,6.1472346456429189338434867574,39.583960462258298906966102072,61.472346456429189338434867574,101.05630691868748824540096965
768,-9.336641761871579704110566396,6.0459259128418259016962041208,40.57704779026922922843892844,60.459259128418259016962041208,101.03630691868748824540096965
769,-9.485632294760257299239565419,5.9406171800407328695489214842,41.610135118280159549911754805,59.406171800407328695489214842,101.01630691868748824540096965
770,-9.634622827648934894368564442,5.8313084472396398374016388476,42.68322244629108987138458117,58.313084472396398374016388476,100.99630691868748824540096965
771,-9.716386639462387995954634666,5.7179997144385471744454204977,43.796309774302020192857407535,57.179997144385471744454204977,100.97630691868749193731161251
772,-9.567396106573710400825635643,5.6006909816374541422981378611,44.94939710231295051433023390,56.006909816374541422981378611,100.95630691868749193731161251
773,-9.418405573685032805696636620,5.4793822488363611101508552245,46.142484430323880835803060265,54.793822488363611101508552245,100.93630691868749193731161251
774,-9.269415040796355210567637597,5.3540735160352680780035725879,47.37557175833481115727588663,53.540735160352680780035725879,100.91630691868749193731161251
775,-9.120424507907677615438638574,5.2247647832341750458562899513,48.648659086345741478748712995,52.247647832341750458562899513,100.89630691868749193731161251
776,-8.971433975019000020309639551,5.0914560504330820137090073147,49.96174641435667180022153936,50.914560504330820137090073147,100.87630691868749193731161251
777,-8.822443442130322425180640528,4.9541473176319889815617246781,51.31483374236760212169436573,49.541473176319889815617246781,100.85630691868749193731161251
778,-8.673452909241644830051641505,4.8128385848308959494144420415,52.707921070378532443167192095,48.128385848308959494144420415,100.83630691868749193731161251
779,-8.524462376352967234922642482,4.6675298520298029172671594049,54.14100839838946276464001846,46.675298520298029172671594049,100.81630691868749193731161251
780,-8.375471843464289639793643459,4.5182211192287098851198767683,55.614095726400393086112844825,45.182211192287098851198767683,100.79630691868749193731161251
781,-8.226481310575612044664644436,4.3649123864276168529725941317,57.12718305441132340758567119,43.649123864276168529725941317,100.77630691868749193731161251
782,-8.077490777686934449535645413,4.2076036536265238208253114951,58.680270382422253729058497555,42.076036536265238208253114951,100.75630691868749193731161251
783,-7.928500244798256854406646390,4.0462949208254307886780288585,60.27335771043318405053132392,40.462949208254307886780288585,100.73630691868749193731161250
784,-7.7795097119095792592776473668,3.8809861880243377565307462219,61.906445038444114372004150285,38.809861880243377565307462219,100.71630691868749193731161250
785,-7.6305191790209016641486483436,3.7116774552232447243834635853,63.57953236645504469347697665,37.116774552232447243834635853,100.69630691868749193731161250
786,-7.4815286461322240690196493204,3.5383687224221516922361809487,65.29261969446597501494980302,35.383687224221516922361809487,100.67630691868749193731161251
787,-7.3325381132435464738906502972,3.3610599896210586600888983121,67.045707022476905336422629385,33.610599896210586600888983121,100.65630691868749193731161251
788,-7.1835475803548688787616512740,3.1797512568199656279416156755,68.83879435048783565789545575,31.797512568199656279416156755,100.63630691868749193731161250
789,-7.0345570474661912836326522508,2.9944425240188725957943330389,70.671881678498765979368282115,29.944425240188725957943330389,100.61630691868749193731161250
790,-6.8855665145775136885036532276,2.8051337912177795636470504023,72.54496900650969630084110848,28.051337912177795636470504023,100.59630691868749193731161250
791,-6.7365759816888360933746542044,2.6118250584166865314997677657,74.458056334520626622313934845,26.118250584166865314997677657,100.57630691868749193731161250
792,-6.5875854488001584982456551812,2.4145163256155934993524851291,76.41114366253155694378676121,24.145163256155934993524851291,100.55630691868749193731161250
793,-6.4385949159114809031166561580,2.2132075928145004672052024925,78.404230990542487265259587575,22.132075928145004672052024925,100.53630691868749193731161250
794,-6.2896043830228033079876571348,2.0078988600134074350579198559,80.43731831855341758673241394,20.078988600134074350579198559,100.51630691868749193731161250
795,-6.1406138501341257128586581116,1.7985901272123144029106372193,82.51040564656434790820524031,17.985901272123144029106372193,100.49630691868749193731161250
796,-5.9916233172454481177296590884,1.5852813944112213707633545827,84.62349297457527822967806668,15.852813944112213707633545827,100.47630691868749193731161251
797,-5.8426327843567705226006600652,1.3679726616101283386160719461,86.77658030258620855115089304,13.679726616101283386160719461,100.45630691868749193731161250
798,-5.6936422514680929274716610420,1.1466639288090353064687893095,88.9696676305971388726237194,11.466639288090353064687893095,100.43630691868749193731161250
799,-5.5446517185794153323426620188,0.9213551960079422743215066729,91.20275495860806919409654577,9.213551960079422743215066729,100.41630691868749193731161250
800,-5.3956611856907377372136629956,0.6920464632068492421742240363,93.47584228661899951556937214,6.9204646320684924217422403630,100.39630691868749193731161250
801,-5.2466706528020601420846639724,0.4587377304057562100269413997,95.78892961462992983704219850,4.5873773040575621002694139970,100.37630691868749193731161250
802,-5.3996597185460157802548658278,0.2465512310355908535972844295,98.14201694264087504532490354,2.4655123103559085359728442950,100.60752925299678358129774784
803,-5.5797988779856041713114065873,0.4599785691406038450773566821,100.25629032369100501534983436,4.5997856914060384507735668210,104.85607601509704346612340118
804,-5.7659541991783148329444054725,0.6694059072456168420798497636,98.14201694264087504532490354,6.6940590724561684207984976360,104.83607601509704346612340118
805,-5.9521095203710254945774043577,0.8748332453506298390823428451,96.06774356159074507529997272,8.748332453506298390823428451,104.81607601509704346612340117
806,-6.1382648415637361562104032429,1.0762605834556428360848359266,94.03347018054061510527504191,10.762605834556428360848359266,104.79607601509704346612340118
807,-6.3244201627564468178434021281,1.2736879215606558330873290081,92.0391967994904851352501111,12.736879215606558330873290081,104.77607601509704346612340118
808,-6.5105754839491574794764010133,1.4671152596656688300898220896,90.08492341844035516522518028,14.671152596656688300898220896,104.75607601509704346612340118
809,-6.6967308051418681411093998985,1.6565425977706818270923151711,88.17065003739022519520024946,16.565425977706818270923151711,104.73607601509704346612340117
810,-6.8828861263345788027423987837,1.8419699358756948240948082526,86.29637665634009522517531865,18.419699358756948240948082526,104.71607601509704346612340118
811,-7.0690414475272894643753976689,2.0233972739807078210973013341,84.46210327528996525515038784,20.233972739807078210973013341,104.69607601509704346612340118
812,-7.2551967687200001260083965541,2.2008246120857208180997944156,82.66782989423983528512545702,22.008246120857208180997944156,104.67607601509704346612340118
813,-7.4413520899127107876413954393,2.3742519501907338151022874971,80.9135565131897053151005262,23.742519501907338151022874971,104.65607601509704346612340117
814,-7.6275074111054214492743943245,2.5436792882957468121047805786,79.19928313213957534507559539,25.436792882957468121047805786,104.63607601509704346612340118
815,-7.8136627322981321109073932097,2.7091066264007598091072736601,77.52500975108944537505066457,27.091066264007598091072736601,104.61607601509704346612340117
816,-7.999818053490842772540392095,2.8705339645057728061097667416,75.89073637003931540502573376,28.705339645057728061097667416,104.59607601509704346612340118
817,-8.185973374683553434173390980,3.0279613026107858031122598231,74.29646298898918543500080294,30.279613026107858031122598231,104.57607601509704346612340117
818,-8.372128695876264095806389865,3.1813886407157988001147529046,72.742189607939055464975872125,31.813886407157988001147529046,104.55607601509704346612340117
819,-8.558284017068974757439388750,3.3308159788208117971172459861,71.22791622688892549495094131,33.308159788208117971172459861,104.53607601509704346612340117
820,-8.744439338261685419072387635,3.4762433169258247941197390676,69.753642845838795524926010495,34.762433169258247941197390676,104.51607601509704346612340117
821,-8.930594659454396080705386520,3.6176706550308377911222321491,68.31936946478866555490107968,36.176706550308377911222321491,104.49607601509704346612340117
822,-9.116749980647106742338385405,3.7550979931358507881247252306,66.925096083738535584876148865,37.550979931358507881247252306,104.47607601509704346612340117
823,-9.302905301839817403971384290,3.8885253312408637851272183121,65.57082270268840561485121805,38.885253312408637851272183121,104.45607601509704346612340117
824,-9.489060623032528065604383175,4.0179526693458767821297113936,64.256549321638275644826287235,40.179526693458767821297113936,104.43607601509704346612340117
825,-9.675215944225238727237382060,4.1433800074508897791322044751,62.98227594058814567480135642,41.433800074508897791322044751,104.41607601509704346612340117
826,-9.638628734582050336555842736,4.2648073455559029552365494843,61.748002559538015704776425605,42.648073455559029552365494843,104.39607601509704525714192045
827,-9.452473413389339674922843851,4.3822346836609159522390425658,60.55372917848788573475149479,43.822346836609159522390425658,104.37607601509704525714192045
828,-9.266318092196629013289844966,4.4956620217659289492415356473,59.399455797437755764726563975,44.956620217659289492415356473,104.35607601509704525714192045
829,-9.080162771003918351656846081,4.6050893598709419462440287288,58.28518241638762579470163316,46.050893598709419462440287288,104.33607601509704525714192045
830,-8.894007449811207690023847196,4.7105166979759549432465218103,57.210909035337495824676702345,47.105166979759549432465218103,104.31607601509704525714192045
831,-8.707852128618497028390848311,4.8119440360809679402490148918,56.17663565428736585465177153,48.119440360809679402490148918,104.29607601509704525714192045
832,-8.521696807425786366757849426,4.9093713741859809372515079733,55.182362273237235884626840715,49.093713741859809372515079733,104.27607601509704525714192045
833,-8.335541486233075705124850541,5.0027987122909939342540010548,54.22808889218710591460190990,50.027987122909939342540010548,104.25607601509704525714192045
834,-8.149386165040365043491851656,5.0922260503960069312564941363,53.313815511136975944576979085,50.922260503960069312564941363,104.23607601509704525714192045
835,-7.963230843847654381858852771,5.1776533885010199282589872178,52.43954213008684597455204827,51.776533885010199282589872178,104.21607601509704525714192045
836,-7.7770755226549437202258538858,5.2590807266060329252614802993,51.605268749036716004527117455,52.590807266060329252614802993,104.19607601509704525714192045
837,-7.5909202014622330585928550006,5.3365080647110459222639733808,50.81099536798658603450218664,53.365080647110459222639733808,104.17607601509704525714192045
838,-7.4047648802695223969598561154,5.4099354028160589192664664623,50.056721986936456064477255825,54.099354028160589192664664623,104.15607601509704525714192045
839,-7.2186095590768117353268572302,5.4793627409210719162689595438,49.34244860588632609445232501,54.793627409210719162689595438,104.13607601509704525714192045
840,-7.0324542378841010736938583450,5.5447900790260849132714526253,48.66817522483619612442739419,55.447900790260849132714526253,104.11607601509704525714192044
841,-6.8462989166913904120608594598,5.6062174171310979102739457068,48.03390184378606615440246338,56.062174171310979102739457068,104.09607601509704525714192045
842,-6.6601435954986797504278605746,5.6636447552361109072764387883,47.43962846273593618437753256,56.636447552361109072764387883,104.07607601509704525714192044
843,-6.4739882743059690887948616894,5.7170720933411239042789318698,46.885355081685806214352601745,57.170720933411239042789318698,104.05607601509704525714192044
844,-6.2878329531132584271618628042,5.7664994314461369012814249513,46.37108170063567624432767093,57.664994314461369012814249513,104.03607601509704525714192044
845,-6.1016776319205477655288639190,5.8119267695511498982839180328,45.896808319585546274302740115,58.119267695511498982839180328,104.01607601509704525714192044
846,-5.9155223107278371038958650338,5.8533541076561628952864111143,45.46253493853541630427780930,58.533541076561628952864111143,103.99607601509704525714192044
847,-5.7293669895351264422628661486,5.8907814457611758922889041958,45.068261557485286334252878485,58.907814457611758922889041958,103.97607601509704525714192044
848,-5.5432116683424157806298672634,5.9242087838661888892913972773,44.71398817643515636422794767,59.242087838661888892913972773,103.95607601509704525714192044
849,-5.3570563471497051189968683782,5.9536361219712018862938903588,44.399714795385026394203016855,59.536361219712018862938903588,103.93607601509704525714192044
850,-5.1709010259569944573638694930,5.9790634600762148832963834403,44.12544141433489642417808604,59.790634600762148832963834403,103.91607601509704525714192044
851,-4.9847457047642837957308706078,6.0004907981812278802988765218,43.891168033284766454153155225,60.004907981812278802988765218,103.89607601509704525714192044
852,-4.7985903835715731340978717226,6.0179181362862408773013696033,43.69689465223463648412822441,60.179181362862408773013696033,103.87607601509704525714192044
853,-4.6124350623788624724648728374,6.0313454743912538743038626848,43.542621271184506514103293595,60.313454743912538743038626848,103.85607601509704525714192044
854,-4.4262797411861518108318739522,6.0407728124962668713063557663,43.42834789013437654407836278,60.407728124962668713063557663,103.83607601509704525714192044
855,-4.2401244199934411491988750670,6.0462001506012798683088488478,43.354074509084246574053431965,60.462001506012798683088488478,103.81607601509704525714192044
856,-4.0539690988007304875658761818,6.0476274887062928653113419293,43.31980112803411660402850115,60.476274887062928653113419293,103.79607601509704525714192044
857,-3.8678137776080198259328772966,6.0450548268113058623138350108,43.325527746983986634003570335,60.450548268113058623138350108,103.77607601509704525714192044
858,-3.6816584564153091642998784114,6.0384821649163188593163280923,43.37125436593385666397863952,60.384821649163188593163280923,103.75607601509704525714192044
859,-3.4955031352225985026668795262,6.0279095030213318563188211738,43.456980984883726693953708705,60.279095030213318563188211738,103.73607601509704525714192044
860,-3.3093478140298878410338806410,6.0133368411263448533213142553,43.58270760383359672392877789,60.133368411263448533213142553,103.71607601509704525714192044
861,-3.1231924928371771794008817558,5.9947641792313578503238073368,43.748434222783466753903847075,59.947641792313578503238073368,103.69607601509704525714192044
862,-2.9370371716444665177678828706,5.9721915173363708473263004183,43.95416084173333678387891626,59.721915173363708473263004183,103.67607601509704525714192044
863,-2.7508818504517558561348839854,5.9456188554413838443287934998,44.199887460683206813853985445,59.456188554413838443287934998,103.65607601509704525714192044
864,-2.5647265292590451945018851002,5.9150461935463968413312865813,44.48561407963307684382905463,59.150461935463968413312865813,103.63607601509704525714192044
865,-2.3785712080663345328688862150,5.8804735316514098383337796628,44.81134069858294687380412381,58.804735316514098383337796628,103.61607601509704525714192044
866,-2.1924158868736238712358873298,5.8419008697564228353362727443,45.177067317532816903779192995,58.419008697564228353362727443,103.59607601509704525714192044
867,-2.0062605656809132096028884446,5.7993282078614358323387658258,45.58279393648268693375426218,57.993282078614358323387658258,103.57607601509704525714192044
868,-1.8201052444882025479698895594,5.7527555459664488293412589073,46.028520555432556963729331365,57.527555459664488293412589073,103.55607601509704525714192044
869,-1.6339499232954918863368906742,5.7021828840714618263437519888,46.51424717438242699370440055,57.021828840714618263437519888,103.53607601509704525714192044
870,-1.4477946021027812247038917890,5.6476102221764748233462450703,47.039973793332297023679469735,56.476102221764748233462450703,103.51607601509704525714192044
871,-1.2616392809100705630708929038,5.5890375602814878203487381518,47.60570041228216705365453892,55.890375602814878203487381518,103.49607601509704525714192044
872,-1.0754839597173599014378940186,5.5264648983865008173512312333,48.211427031232037083629608105,55.264648983865008173512312333,103.47607601509704525714192044
873,-0.8893286385246492398048951334,5.4598922364915138143537243148,48.85715365018190711360467729,54.598922364915138143537243148,103.45607601509704525714192044
874,-0.7031733173319385781718962482,5.3893195745965268113562173963,49.542880269131777143579746475,53.893195745965268113562173963,103.43607601509704525714192044
875,-0.5170179961392279165388973630,5.3147469127015398083587104778,50.26860688808164717355481566,53.147469127015398083587104778,103.41607601509704525714192044
876,-0.3312986195102870780339935493,5.2429347698905051419926695909,51.034333507031503738469851525,52.429347698905051419926695909,103.46368120593655515839654743
877,-0.1567763992138421977446109582,5.3407653224198141719155049329,50.036027981738413439241498105,53.407653224198141719155049329,103.44368120593655515839654743
878,0.0177458210826026825447716329,5.4345958749491232018383402749,49.077722456445323140013144685,54.345958749491232018383402749,103.42368120593655515839654743
879,0.1922680413790475628341542240,5.5244264274784322317611756169,48.159416931152232840784791265,55.244264274784322317611756169,103.40368120593655515839654743
880,0.3667902616754924431235368151,5.6102569800077412616840109589,47.281111405859142541556437845,56.102569800077412616840109589,103.38368120593655515839654743
881,0.5413124819719373234129194062,5.6920875325370502916068463009,46.442805880566052242328084425,56.920875325370502916068463009,103.36368120593655515839654743
882,0.7158347022683822037023019973,5.7699180850663593215296816429,45.644500355272961943099731005,57.699180850663593215296816429,103.34368120593655515839654743
883,0.8903569225648270839916845884,5.8437486375956683514525169849,44.88619482997987164387137759,58.437486375956683514525169849,103.32368120593655515839654744
884,1.0648791428612719642810671795,5.9135791901249773813753523269,44.16788930468678134464302417,59.135791901249773813753523269,103.30368120593655515839654744
885,1.2394013631577168445704497706,5.9794097426542864112981876689,43.48958377939369104541467075,59.794097426542864112981876689,103.28368120593655515839654744
886,1.4139235834541617248598323617,6.0412402951835954412210230109,42.85127825410060074618631733,60.412402951835954412210230109,103.26368120593655515839654744
887,1.5884458037506066051492149528,6.0990708477129044711438583529,42.25297272880751044695796391,60.990708477129044711438583529,103.24368120593655515839654744
888,1.7629680240470514854385975439,6.1529014002422135010666936949,41.69466720351442014772961049,61.529014002422135010666936949,103.22368120593655515839654744
889,1.9374902443434963657279801350,6.2027319527715225309895290369,41.17636167822132984850125707,62.027319527715225309895290369,103.20368120593655515839654744
890,2.1120124646399412460173627261,6.2485625053008315609123643789,40.69805615292823954927290365,62.485625053008315609123643789,103.18368120593655515839654744
891,2.2865346849363861263067453172,6.2903930578301405908351997209,40.25975062763514925004455023,62.903930578301405908351997209,103.16368120593655515839654744
892,2.4610569052328310065961279083,6.3282236103594496207580350629,39.86144510234205895081619681,63.282236103594496207580350629,103.14368120593655515839654744
893,2.6355791255292758868855104994,6.3620541628887586506808704049,39.503139577048968651587843390,63.620541628887586506808704049,103.12368120593655515839654744
894,2.8101013458257207671748930905,6.3918847154180676806037057469,39.18483405175587835235948997,63.918847154180676806037057469,103.10368120593655515839654744
895,2.9846235661221656474642756816,6.4177152679473767105265410889,38.90652852646278805313113655,64.177152679473767105265410889,103.08368120593655515839654744
896,3.1591457864186105277536582727,6.4395458204766857404493764309,38.668223001169697753902783131,64.395458204766857404493764309,103.06368120593655515839654744
897,3.3336680067150554080430408638,6.4573763730059947703722117729,38.469917475876607454674429711,64.573763730059947703722117729,103.04368120593655515839654744
898,3.5081902270115002883324234549,6.4712069255353038002950471149,38.311611950583517155446076292,64.712069255353038002950471149,103.02368120593655515839654744
